id,title,price,rating,availability,category,image_url,book_url
495,What Happened on Beale Street (Secrets of the South Mysteries #2),25.37,5,In stock,Fantasy,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_514/index.html
496,Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,46.33,2,In stock,Fantasy,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_515/index.html
497,Under the Tuscan Sun,37.33,3,In stock,Fantasy,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_516/index.html
498,Toddlers Are A**holes: It's Not Your Fault,25.55,1,In stock,Fantasy,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_517/index.html
499,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,34.72,1,In stock,Fantasy,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_518/index.html
500,The Whale,35.96,4,In stock,Fantasy,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_519/index.html
501,The Story of Art,41.14,4,In stock,Biography,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_480/index.html
502,The Origin of Species,10.01,4,In stock,Biography,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_481/index.html
503,The Great Gatsby,36.05,4,In stock,Biography,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_482/index.html
504,The Good Girl,49.03,3,In stock,Biography,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_483/index.html
505,The Glass Castle,16.24,1,In stock,Biography,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_484/index.html
506,The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,39.55,1,In stock,Biography,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_485/index.html
507,The Drowning Girls,35.67,3,In stock,Biography,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_486/index.html
508,The Constant Princess (The Tudor Court #1),16.62,3,In stock,Biography,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_487/index.html
509,The Bourne Identity (Jason Bourne #1),42.78,4,In stock,Biography,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_488/index.html
510,The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),52.3,5,In stock,Biography,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_489/index.html
511,The Art Book,32.34,2,In stock,Biography,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_490/index.html
512,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,33.17,4,In stock,Biography,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_491/index.html
513,Team of Rivals: The Political Genius of Abraham Lincoln,20.12,5,In stock,Biography,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_492/index.html
514,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,20.9,2,In stock,Biography,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_493/index.html
515,"Sit, Stay, Love",20.9,3,In stock,Biography,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_494/index.html
516,Sister Dear,40.2,4,In stock,Biography,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_495/index.html
517,"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",52.87,3,In stock,Biography,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_496/index.html
518,"Rich Dad, Poor Dad",51.74,1,In stock,Biography,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_497/index.html
519,Raymie Nightingale,34.41,2,In stock,Biography,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_498/index.html
520,Playing from the Heart,32.38,1,In stock,Biography,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_499/index.html
521,Nightstruck: A Novel,50.35,4,In stock,History,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_460/index.html
522,"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",11.38,5,In stock,History,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_461/index.html
523,Meternity,43.58,3,In stock,History,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_462/index.html
524,Memoirs of a Geisha,49.67,3,In stock,History,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_463/index.html
525,Like Never Before (Walker Family #2),28.77,2,In stock,History,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_464/index.html
526,Life of Pi,13.22,4,In stock,History,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_465/index.html
527,Leave This Song Behind: Teen Poetry at Its Best,51.17,5,In stock,History,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_466/index.html
528,King's Folly (The Kinsman Chronicles #1),39.61,5,In stock,History,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_467/index.html
529,John Adams,57.43,4,In stock,History,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_468/index.html
530,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),46.01,4,In stock,History,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_469/index.html
531,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,28.25,2,In stock,History,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_470/index.html
532,Good in Bed (Cannie Shapiro #1),37.05,5,In stock,History,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_471/index.html
533,"Fruits Basket, Vol. 7 (Fruits Basket #7)",19.57,1,In stock,History,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_472/index.html
534,For the Love: Fighting for Grace in a World of Impossible Standards,45.13,3,In stock,History,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_473/index.html
535,Finding God in the Ruins: How God Redeems Pain,46.64,2,In stock,History,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_474/index.html
536,Every Heart a Doorway (Every Heart A Doorway #1),12.16,5,In stock,History,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_475/index.html
537,Delivering the Truth (Quaker Midwife Mystery #1),20.89,4,In stock,History,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_476/index.html
538,Counted With the Stars (Out from Egypt #1),17.97,5,In stock,History,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_477/index.html
539,"Chronicles, Vol. 1",52.6,2,In stock,History,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_478/index.html
540,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,25.77,1,In stock,History,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_479/index.html
541,Benjamin Franklin: An American Life,48.19,3,In stock,Travel,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_440/index.html
542,"At The Existentialist Café: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",29.93,5,In stock,Travel,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_441/index.html
543,A Summer In Europe,44.34,2,In stock,Travel,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_442/index.html
544,A Short History of Nearly Everything,52.4,5,In stock,Travel,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_443/index.html
545,A Gathering of Shadows (Shades of Magic #2),44.81,4,In stock,Travel,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_444/index.html
546,The Sound Of Love,57.84,5,In stock,Travel,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_445/index.html
547,The Rise and Fall of the Third Reich: A History of Nazi Germany,39.67,2,In stock,Travel,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_446/index.html
548,The Perks of Being a Wallflower,55.02,3,In stock,Travel,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_447/index.html
549,The Mysterious Affair at Styles (Hercule Poirot #1),24.8,4,In stock,Travel,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_448/index.html
550,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,59.45,4,In stock,Travel,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_449/index.html
551,The Makings of a Fatherless Child,31.58,2,In stock,Travel,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_450/index.html
552,The Joy of Cooking,43.27,4,In stock,Travel,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_451/index.html
553,The Invention of Wings,37.34,1,In stock,Travel,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_452/index.html
554,The Hobbit (Middle-Earth Universe),17.8,5,In stock,Travel,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_453/index.html
555,The Great Railway Bazaar,30.54,1,In stock,Travel,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_454/index.html
556,The Golden Compass (His Dark Materials #1),18.77,1,In stock,Travel,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_455/index.html
557,The God Delusion,46.85,3,In stock,Travel,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_456/index.html
558,The Girl You Left Behind (The Girl You Left Behind #1),15.79,1,In stock,Travel,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_457/index.html
559,The Fellowship of the Ring (The Lord of the Rings #1),10.27,2,In stock,Travel,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_458/index.html
560,The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),15.42,5,In stock,Travel,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_459/index.html
561,The Barefoot Contessa Cookbook,59.92,5,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_420/index.html
562,Tell the Wolves I'm Home,50.96,2,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_421/index.html
563,Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,30.6,3,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_422/index.html
564,Pride and Prejudice,19.27,4,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_423/index.html
565,Musicophilia: Tales of Music and the Brain,46.58,1,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_424/index.html
566,Mere Christianity,48.51,3,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_425/index.html
567,Me Before You (Me Before You #1),19.02,1,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_426/index.html
568,In the Woods (Dublin Murder Squad #1),38.38,2,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_427/index.html
569,In Cold Blood,49.98,4,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_428/index.html
570,How to Stop Worrying and Start Living,46.49,5,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_429/index.html
571,Give It Back,18.32,2,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_430/index.html
572,"Girl, Interrupted",42.14,3,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_431/index.html
573,Fun Home: A Family Tragicomic,56.59,4,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_432/index.html
574,"Fruits Basket, Vol. 6 (Fruits Basket #6)",20.96,4,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_433/index.html
575,Deception Point,40.32,4,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_434/index.html
576,"Death Note, Vol. 6: Give-and-Take (Death Note #6)",36.39,3,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_435/index.html
577,Catherine the Great: Portrait of a Woman,58.55,4,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_436/index.html
578,Better Homes and Gardens New Cook Book,39.61,3,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_437/index.html
579,An Unquiet Mind: A Memoir of Moods and Madness,21.3,3,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_438/index.html
580,A Year in Provence (Provence #1),56.88,4,In stock,Cooking,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_439/index.html
581,World Without End (The Pillars of the Earth #2),32.97,4,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_400/index.html
582,"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",47.31,4,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_401/index.html
583,Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,48.67,2,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_402/index.html
584,Where She Went (If I Stay #2),41.73,4,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_403/index.html
585,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,53.68,4,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_404/index.html
586,Two Summers,14.64,1,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_405/index.html
587,This Is Your Brain on Music: The Science of a Human Obsession,38.4,1,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_406/index.html
588,The Secret Garden,15.08,4,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_407/index.html
589,The Raven King (The Raven Cycle #4),30.57,2,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_408/index.html
590,The Raven Boys (The Raven Cycle #1),57.74,4,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_409/index.html
591,The Power Greens Cookbook: 140 Delicious Superfood Recipes,11.05,5,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_410/index.html
592,The Metamorphosis,28.58,1,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_411/index.html
593,The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,42.91,5,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_412/index.html
594,The Little Paris Bookshop,24.73,3,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_413/index.html
595,The Hiding Place,55.91,4,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_414/index.html
596,The Grand Design,13.76,3,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_415/index.html
597,The Firm,45.56,3,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_416/index.html
598,The Fault in Our Stars,47.22,1,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_417/index.html
599,The False Prince (The Ascendance Trilogy #1),56.0,5,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_418/index.html
600,The Expatriates,44.58,2,In stock,Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_419/index.html
601,The Dream Thieves (The Raven Cycle #2),34.5,1,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_380/index.html
602,The Darkest Corners,11.33,5,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_381/index.html
603,The Crossover,38.77,4,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_382/index.html
604,The 5th Wave (The 5th Wave #1),11.83,2,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_383/index.html
605,Tell the Wind and Fire,45.51,3,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_384/index.html
606,Tell Me Three Things,41.81,1,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_385/index.html
607,Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,25.15,4,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_386/index.html
608,Siddhartha,34.22,5,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_387/index.html
609,Shiver (The Wolves of Mercy Falls #1),16.23,5,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_388/index.html
610,Remember Me?,11.48,3,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_389/index.html
611,Red Dragon (Hannibal Lecter #1),23.37,3,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_390/index.html
612,Peak: Secrets from the New Science of Expertise,16.28,2,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_391/index.html
613,My Mother Was Nuts,31.63,4,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_392/index.html
614,Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,24.91,5,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_393/index.html
615,Maybe Something Beautiful: How Art Transformed a Neighborhood,22.54,1,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_394/index.html
616,Lola and the Boy Next Door (Anna and the French Kiss #2),23.63,4,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_395/index.html
617,Logan Kade (Fallen Crest High #5.5),13.12,2,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_396/index.html
618,Last One Home (New Beginnings #1),59.98,3,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_397/index.html
619,Killing Floor (Jack Reacher #1),31.49,4,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_398/index.html
620,Kill the Boy Band,15.52,5,In stock,Non-Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_399/index.html
621,Isla and the Happily Ever After (Anna and the French Kiss #3),48.13,5,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_360/index.html
622,If I Stay (If I Stay #1),38.13,5,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_361/index.html
623,I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),36.55,2,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_362/index.html
624,Harry Potter and the Deathly Hallows (Harry Potter #7),23.32,1,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_363/index.html
625,"Fruits Basket, Vol. 5 (Fruits Basket #5)",16.33,1,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_364/index.html
626,Foundation (Foundation (Publication Order) #1),32.42,1,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_365/index.html
627,Fool Me Once,16.96,1,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_366/index.html
628,Find Her (Detective D.D. Warren #8),22.37,1,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_367/index.html
629,Evicted: Poverty and Profit in the American City,42.27,1,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_368/index.html
630,Drama,38.7,2,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_369/index.html
631,Dracula the Un-Dead,35.63,5,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_370/index.html
632,Digital Fortress,58.0,5,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_371/index.html
633,"Death Note, Vol. 5: Whiteout (Death Note #5)",52.41,1,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_372/index.html
634,"Data, A Love Story: How I Gamed Online Dating to Meet My Match",32.35,3,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_373/index.html
635,Critique of Pure Reason,20.75,1,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_374/index.html
636,Booked,17.49,5,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_375/index.html
637,"Blue Lily, Lily Blue (The Raven Cycle #3)",34.13,5,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_376/index.html
638,Approval Junkie: Adventures in Caring Too Much,58.81,5,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_377/index.html
639,An Abundance of Katherines,10.0,5,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_378/index.html
640,America's War for the Greater Middle East: A Military History,51.22,2,In stock,Mystery,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_379/index.html
641,Alight (The Generations Trilogy #2),58.59,4,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_340/index.html
642,A Girl's Guide to Moving On (New Beginnings #2),31.3,1,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_341/index.html
643,A Game of Thrones (A Song of Ice and Fire #1),46.42,2,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_342/index.html
644,A Feast for Crows (A Song of Ice and Fire #4),17.21,4,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_343/index.html
645,A Clash of Kings (A Song of Ice and Fire #2),10.79,3,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_344/index.html
646,Vogue Colors A to Z: A Fashion Coloring Book,52.35,4,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_345/index.html
647,The Shining (The Shining #1),27.88,3,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_346/index.html
648,The Pilgrim's Progress,50.26,2,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_347/index.html
649,The Perfect Play (Play by Play #1),59.99,3,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_348/index.html
650,The Passion of Dolssa,28.32,5,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_349/index.html
651,The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,38.71,3,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_350/index.html
652,The Hunger Games (The Hunger Games #1),29.85,5,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_351/index.html
653,The Hound of the Baskervilles (Sherlock Holmes #5),14.82,2,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_352/index.html
654,The Gunning of America: Business and the Making of American Gun Culture,16.81,4,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_353/index.html
655,The Geography of Bliss: One Grump's Search for the Happiest Places in the World,28.23,2,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_354/index.html
656,The Demonists (Demonist #1),52.11,2,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_355/index.html
657,"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",27.88,2,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_356/index.html
658,The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),59.71,3,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_357/index.html
659,The Beast (Black Dagger Brotherhood #14),46.08,5,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_358/index.html
660,Some Women,13.73,5,In stock,Romance,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_359/index.html
661,Shopaholic Ties the Knot (Shopaholic #3),48.39,5,In stock,Science Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_320/index.html
662,Paper and Fire (The Great Library #2),49.45,5,In stock,Science Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_321/index.html
663,Outlander (Outlander #1),19.67,5,In stock,Science Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_322/index.html
664,"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",12.36,3,In stock,Science Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_323/index.html
665,No One Here Gets Out Alive,20.02,5,In stock,Science Fiction,https://books.toscrape.com/media/cache/example.jpg,https://books.toscrape.com/catalogue/book_324/index.html
